/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-relaxEval-reset_tb.csv,row_average
1.7433065176010132,1.7342567443847656,1.6476836204528809,1.802122473716736,1.7605873346328735,1.79817795753479,1.826938271522522,1.7875832319259644,1.8237706422805784,1.766714572906494,1.7691141366958618
1.702476978302002,1.7764121294021606,1.732105731964111,1.7749687433242798,1.6997904777526855,1.939236760139465,1.7708346843719482,1.812849760055542,1.7399170398712158,1.7511656284332275,1.7699757933616638
1.6846662759780884,1.659828782081604,1.7936450242996216,1.8094619512557983,1.7991286516189575,1.8468037843704224,1.7987385988235474,1.8043720722198489,1.7389626502990725,1.6895602941513062,1.7625168085098266
1.679342269897461,1.6844890117645264,1.7308154106140137,1.7568403482437134,1.7318811416625977,1.7697813510894775,1.7770644426345823,1.7686995267868042,1.7592170238494873,1.7739540338516235,1.7432084560394288
1.8136405944824217,1.747009038925171,1.7612065076828003,1.7218234539031982,1.7939389944076538,1.8817232847213743,1.8233832120895384,1.7233939170837402,1.741843342781067,1.6698739528656006,1.7677836298942566
1.75884211063385,1.7684110403060913,1.7804123163223269,1.6965147256851196,2.102689504623413,1.693879008293152,1.855956435203552,1.831262826919556,1.6593502759933472,1.8250327110290527,1.797235095500946
1.7289955615997314,1.7702548503875732,1.7162690162658691,1.686880350112915,1.7453961372375488,1.7216039896011353,1.7473535537719729,1.7175215482711792,1.7970911264419556,1.7437093257904053,1.7375075459480285
1.678768277168274,1.820029377937317,1.6732467412948608,1.7728004455566406,1.652537822723389,1.884347677230835,1.74127995967865,1.6773302555084229,1.696658492088318,1.7153172492980957,1.7312316298484802
1.9049129486083984,1.662021517753601,1.7437655925750732,1.650170922279358,1.772435188293457,1.783630132675171,1.8503236770629885,1.7072004079818726,1.7343981266021729,1.7475117444992063,1.75563702583313
1.6440002918243408,1.677695870399475,1.6928980350494385,1.7279475927352903,1.7301974296569824,1.6460895538330078,1.6869523525238037,1.7580151557922363,1.6906614303588867,1.706429958343506,1.6960887670516969
1.713839769363403,1.8795183897018437,1.676279067993164,1.681118369102478,1.7378652095794678,1.6584049463272097,1.730241298675537,1.6376653909683228,1.6162514686584473,1.7029861211776731,1.7034170031547546
1.6954387426376345,1.658741474151611,1.6604032516479492,1.8021273612976076,1.6979975700378418,1.6491798162460327,1.7202576398849487,1.6815768480300903,1.640966296195984,1.6531766653060913,1.6859865665435791
1.7349892854690552,1.6849716901779177,1.6631016731262207,1.6712284088134766,1.6320899724960327,1.6854268312454224,1.714985966682434,1.7123770713806152,1.713642954826355,1.7115530967712402,1.692436695098877
1.6868871450424194,1.7708746194839478,1.6129002571105957,1.6069270372390747,1.6264252662658691,1.6124347448349,1.7317992448806765,1.5942139625549316,1.6747807264328003,1.6554874181747437,1.657273042201996
1.6915045976638794,1.5955798625946045,1.6350737810134888,1.7350289821624756,1.6156437397003174,1.6062164306640625,1.68500018119812,1.7305138111114502,1.5698347091674805,1.7256665229797363,1.6590062618255614
1.7064956426620483,1.5731098651885986,1.6775164604187012,1.700700759887695,1.8998098373413088,1.6245462894439695,1.6157069206237793,1.659130334854126,1.6786009073257446,1.699309229850769,1.683492624759674
1.6275335550308228,1.5979384183883667,1.6134144067764282,1.6329905986785889,1.6868962049484253,1.6743954420089722,1.7424124479293823,1.6228876113891602,1.74714457988739,1.6169551610946655,1.6562568426132203
1.6038978099822998,1.6008540391921997,1.6827105283737185,1.670733094215393,1.5711668729782104,1.6657352447509766,1.6691256761550903,1.7725191116333008,1.7116434574127195,1.7717993259429932,1.6720185160636902
1.5936319828033447,1.5988729000091553,1.646941900253296,1.6766061782836914,1.57676100730896,1.6014389991760254,1.7733087539672852,1.7603936195373535,1.6247388124465942,1.6397680044174194,1.6492462158203125
1.618519306182861,1.6762462854385376,1.5590605735778809,1.6997976303100586,1.6734858751296997,1.7671781778335571,1.7820481061935425,1.648157238960266,1.651042103767395,1.6685901880264282,1.6744125485420227
1.5359913110733032,1.6181660890579224,1.5725106000900269,1.6721670627593994,1.7120620012283323,1.65584397315979,1.6091362237930298,1.6177122592926023,1.6500624418258667,1.5925745964050293,1.6236226558685303
1.5712133646011353,1.553128719329834,1.6388522386550903,1.7422689199447632,1.6269229650497437,1.5790815353393557,1.5947537422180176,1.6180146932601929,1.6158937215805054,1.6222710609436035,1.616240096092224
1.6570467948913574,1.5766888856887815,1.6360758543014526,1.652383804321289,1.659572720527649,1.5722399950027466,1.637898564338684,1.7030987739562988,1.6209988594055176,1.617983102798462,1.6333987355232238
1.5784991979599,1.5387965440750122,1.6247551441192627,1.653846025466919,1.626545548439026,1.580579400062561,1.56975257396698,1.6636312007904053,1.5635993480682373,1.581196427345276,1.598120141029358
1.553966999053955,1.6708861589431765,1.6143558025360107,1.6314961910247805,1.725689172744751,1.603276610374451,1.542163968086243,1.636354684829712,1.6266809701919556,1.5615819692611694,1.6166452527046205
1.5618716478347778,1.5717599391937256,1.5851036310195925,1.649213194847107,1.6159549951553345,1.5899206399917605,1.6667218208312988,1.5943652391433716,1.522666096687317,1.6417850255966189,1.5999362230300904
1.557114601135254,1.6287802457809448,1.6242486238479614,1.626036524772644,1.671801209449768,1.5751783847808838,1.563902497291565,1.641938328742981,1.5745246410369873,1.574364185333252,1.603788924217224
1.61318039894104,1.5354490280151367,1.6342142820358276,1.542837619781494,1.5691720247268677,1.610243797302246,1.532891869544983,1.7556500434875488,1.5676908493041992,1.6191134452819824,1.5980443358421326
1.562095046043396,1.6532319784164429,1.530930519104004,1.6071560382843018,1.632845759391785,1.589503526687622,1.632253885269165,1.568468451499939,1.548061728477478,1.595647215843201,1.5920194149017335
1.5766279697418213,1.8504981994628904,1.5610672235488892,1.6083215475082395,1.5444942712783811,1.570273518562317,1.590132713317871,1.635083794593811,1.632636785507202,1.631354570388794,1.6200490593910217
1.5894063711166382,1.5697243213653564,1.5947767496109009,1.5633232593536377,1.5396466255187988,1.5860096216201782,1.6002354621887207,1.6114200353622437,1.6021782159805298,1.538089394569397,1.5794810056686401
1.5844230651855469,1.564252495765686,1.512692093849182,1.6130518913269043,1.5276328325271606,1.639487624168396,1.5604690313339231,1.5219085216522217,1.588015913963318,1.5604199171066284,1.5672353386878968
1.516355037689209,1.621511936187744,1.6898905038833618,1.5875988006591797,1.5731240510940552,1.5613183975219729,1.4940638542175293,1.58925461769104,1.6284881830215454,1.5001282691955566,1.5761733651161194
1.6323521137237549,1.5308830738067627,1.565552830696106,1.627468228340149,1.617294192314148,1.592731475830078,1.555577039718628,1.5546700954437256,1.5658159255981443,1.4553569555282593,1.5697701930999757
1.556542158126831,1.5434494018554688,1.612360596656799,1.5802685022354126,1.5184794664382937,1.5404622554779053,1.6025395393371582,1.4941869974136353,1.5367724895477295,1.5011024475097656,1.5486163854599
1.595637321472168,1.5445523262023926,1.5431547164916992,1.6388896703720093,1.5567888021469116,1.5422923564910889,1.6225277185440063,1.5813367366790771,1.5581917762756348,1.56891131401062,1.5752282738685608
1.54113507270813,1.6196573972702026,1.5147162675857544,1.5658700466156006,1.5088626146316528,1.4776699542999268,1.5918757915496826,1.50019371509552,1.551119685173035,1.4858100414276123,1.5356910586357118
1.621968150138855,1.5103862285614014,1.555811047554016,1.565653681755066,1.5522390604019165,1.5535612106323242,1.5926415920257568,1.5558735132217407,1.5002158880233765,1.55270516872406,1.5561055541038513
1.6019238233566284,1.59463369846344,1.5568453073501587,1.5821504592895508,1.582245945930481,1.5585427284240725,1.538692593574524,1.468220591545105,1.5095092058181765,1.5570348501205444,1.554979920387268
1.5632187128067017,1.4879248142242432,1.5060335397720337,1.5242578983306885,1.5440471172332764,1.5805418491363523,1.5214663743972778,1.5653915405273438,1.549224019050598,1.585143804550171,1.5427249670028687
1.553601861000061,1.527455449104309,1.5962942838668823,1.5234413146972656,1.5319300889968872,1.544061541557312,1.5776448249816897,1.4827654361724854,1.51170551776886,1.4931654930114746,1.5342065811157226
1.580263376235962,1.5658594369888306,1.5411145687103271,1.527827501296997,1.5839810371398926,1.5721608400344849,1.5765459537506104,1.5449235439300537,1.6053006649017334,1.5510399341583252,1.5649016857147218
1.5331213474273682,1.5056002140045166,1.546523094177246,1.5552021265029907,1.513814926147461,1.5364903211593628,1.6082042455673218,1.5224798917770386,1.5484952926635742,1.5086603164672852,1.5378591775894166
1.5488855838775637,1.524875521659851,1.5132577419281006,1.5592329502105713,1.5225967168807983,1.5225917100906372,1.592013955116272,1.5287375450134275,1.5698201656341553,1.493232011795044,1.5375243902206421
1.553700566291809,1.537383198738098,1.5443408489227295,1.5567044019699097,1.5597542524337769,1.5225902795791626,1.549309492111206,1.5502729415893557,1.520153522491455,1.554153561592102,1.5448363065719604
1.542072057723999,1.5415745973587036,1.5716084241867063,1.5740529298782349,1.5581284761428833,1.5095229148864746,1.5288456678390503,1.5642820596694946,1.4666962623596191,1.4508106708526611,1.5307594060897827
1.57295024394989,1.4732563495635986,1.593496322631836,1.552172064781189,1.5223244428634644,1.5204746723175049,1.697216272354126,1.544667363166809,1.555860161781311,1.5532876253128052,1.5585705518722535
1.4819555282592771,1.491867184638977,1.5853569507598877,1.559008002281189,1.558721661567688,1.5317717790603638,1.593237280845642,1.5069836378097534,1.5379923582077026,1.5409550666809082,1.5387849450111388
1.5708578824996948,1.5201891660690308,1.5269548892974854,1.5925520658493042,1.519182801246643,1.6082279682159424,1.5278890132904053,1.5530049800872805,1.5350171327590942,1.526287317276001,1.548016321659088
1.550135612487793,1.5091891288757324,1.609248399734497,1.5588423013687134,1.5605623722076416,1.5115007162094116,1.5363309383392334,1.4836009740829468,1.578327178955078,1.543366551399231,1.5441104173660278
1.5415217876434326,1.5030595064163208,1.5828542709350586,1.540343165397644,1.5691999197006226,1.532171368598938,1.581106424331665,1.486836075782776,1.5766319036483765,1.4821629524230957,1.539588737487793
1.5696285963058472,1.529224157333374,1.568930983543396,1.561145544052124,1.590602993965149,1.573739528656006,1.5166282653808594,1.547269344329834,1.5343852043151855,1.501871943473816,1.549342656135559
1.5788447856903076,1.5169744491577148,1.5764429569244385,1.5564414262771606,1.5688116550445557,1.5542794466018677,1.5868204832077026,1.5413832664489746,1.556148886680603,1.4731906652450562,1.550933802127838
1.5692191123962402,1.5195963382720947,1.5746920108795166,1.5326857566833496,1.5183824300765991,1.5451714992523191,1.593679666519165,1.5289456844329834,1.5254287719726562,1.4831219911575315,1.5390923261642455
1.5417158603668213,1.5026012659072876,1.6021976470947266,1.5443062782287598,1.5501853227615356,1.5295493602752686,1.554643154144287,1.5408233404159546,1.5526611804962158,1.5015528202056885,1.5420236229896545
1.544201374053955,1.5130919218063354,1.5661500692367554,1.5893750190734863,1.569663166999817,1.570252537727356,1.5360959768295288,1.5588916540145874,1.5520193576812744,1.5094211101531982,1.5509162187576293
1.5797516107559204,1.556359887123108,1.5994359254837036,1.5809444189071655,1.56641948223114,1.5615369081497192,1.5590262413024902,1.539108395576477,1.5427266359329224,1.4977383613586426,1.558304786682129
1.5948481559753418,1.538618087768555,1.5741337537765503,1.5875210762023926,1.57965886592865,1.513472557067871,1.5514299869537354,1.55894136428833,1.5451186895370483,1.5000356435775757,1.554377818107605
1.5656869411468506,1.5284878015518188,1.589604735374451,1.5763496160507202,1.5510632991790771,1.5743926763534546,1.5723055601119995,1.5392751693725586,1.5660617351531982,1.5436490774154663,1.5606876611709595
1.568013310432434,1.5466058254241943,1.5670201778411863,1.5957036018371582,1.5775974988937378,1.5454561710357666,1.592470407485962,1.544183373451233,1.51244854927063,1.4924696683883667,1.5541968584060668
1.585474729537964,1.527692198753357,1.5998506546020508,1.565400004386902,1.603186011314392,1.5462725162506104,1.5750620365142822,1.559749722480774,1.5532182455062866,1.5150573253631592,1.5630963444709778
1.559675931930542,1.5326963663101196,1.6158912181854248,1.5825599431991575,1.598468780517578,1.5309628248214722,1.5496985912322998,1.5354156494140625,1.5533182621002195,1.5112136602401731,1.556990122795105
1.5721168518066406,1.5645756721496582,1.5914006233215332,1.5998001098632812,1.5652387142181396,1.5417428016662598,1.565373182296753,1.549414873123169,1.5270441770553589,1.5283715724945068,1.56050785779953
1.5907317399978638,1.5728363990783691,1.6368250846862793,1.581494927406311,1.590234398841858,1.5598056316375732,1.5905529260635376,1.564325928688049,1.5665616989135742,1.5262296199798584,1.5779598355293274
1.6004414558410645,1.549802303314209,1.5924311876296997,1.646506428718567,1.58732807636261,1.547985553741455,1.60332453250885,1.5720887184143066,1.5673160552978516,1.544242024421692,1.5811466336250306
1.5750337839126587,1.5532429218292236,1.6033414602279663,1.605487823486328,1.581472396850586,1.5463132858276367,1.58579421043396,1.5714774131774902,1.5804455280303955,1.5446521043777466,1.5747260928153992
1.5961915254592896,1.5470143556594849,1.5980209112167358,1.5879231691360474,1.573043942451477,1.5503708124160769,1.5544517040252686,1.5354008674621582,1.5623432397842407,1.543157696723938,1.5647918224334716
1.5898892879486084,1.5547252893447876,1.5888535976409912,1.6205577850341797,1.5682767629623413,1.5785424709320068,1.573510766029358,1.552077054977417,1.5329456329345703,1.5098060369491575,1.5669184684753419
1.5978620052337646,1.5941435098648071,1.58957839012146,1.588377833366394,1.5992538928985596,1.557111382484436,1.5738306045532229,1.5572482347488403,1.5484415292739868,1.5633046627044678,1.576915204524994
1.6067233085632324,1.5530177354812622,1.6225457191467283,1.617079496383667,1.633779525756836,1.5759153366088867,1.602863311767578,1.5545462369918823,1.586459398269653,1.522515058517456,1.5875445127487182
1.608762502670288,1.5458528995513916,1.5775402784347534,1.585874319076538,1.585806131362915,1.5566929578781128,1.6101468801498413,1.544561505317688,1.5615205764770508,1.5494674444198608,1.572622549533844
1.58542001247406,1.5419414043426514,1.5972074270248413,1.639169216156006,1.600481629371643,1.555967926979065,1.5914483070373535,1.5886971950531006,1.5768373012542725,1.5150328874588013,1.5792203307151795
1.5655665397644043,1.5817246437072754,1.6379355192184448,1.6116775274276731,1.5830342769622805,1.5694924592971802,1.574734449386597,1.5685527324676514,1.5762711763381958,1.548158884048462,1.5817148208618164
1.6341499090194702,1.562729835510254,1.5888665914535522,1.6606799364089966,1.6270675659179688,1.5839678049087524,1.5657633543014526,1.5592772960662842,1.577235221862793,1.5331178903579712,1.5892855405807496
1.5852035284042358,1.564758062362671,1.6298916339874268,1.6266244649887085,1.5894960165023804,1.5957391262054443,1.5997895002365112,1.5867666006088257,1.5772178173065186,1.5490753650665283,1.590456211566925
1.650726318359375,1.574321746826172,1.6311733722686768,1.6305214166641235,1.6158491373062134,1.583412766456604,1.573658108711243,1.5654685497283936,1.569599986076355,1.5496665239334106,1.5944397926330567
1.6219279766082764,1.5845342874526978,1.624475598335266,1.646397590637207,1.6268467903137207,1.5808937549591064,1.5939513444900513,1.5652453899383545,1.5813219547271729,1.5497207641601562,1.597531545162201
1.6135146617889404,1.581318497657776,1.6117488145828247,1.646810531616211,1.620953917503357,1.5749396085739136,1.600122094154358,1.555057168006897,1.596270203590393,1.5591057538986206,1.595984125137329
