/home/miura/lab/KD-hdas/results/stat/30-30/acc/g1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/acc/g1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/acc/g1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/acc/g1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/acc/g1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g1_30-30_tb.csv,row_average
0.0806000009179115,0.0806400030851364,0.0750399976968765,0.0800800025463104,0.0801199972629547,0.0792960003018379
0.1396400034427642,0.1429599970579147,0.1418000012636184,0.1126400008797645,0.1110000014305114,0.12960800081491464
0.1894399970769882,0.1622399985790252,0.1786399930715561,0.1693200021982193,0.1734399944543838,0.1746159970760345
0.2198400050401687,0.2165600061416626,0.2325599938631057,0.217519998550415,0.1993200033903122,0.21716000139713287
0.2443999946117401,0.2480800002813339,0.255840003490448,0.2409999966621399,0.2565999925136566,0.2491839975118637
0.2706800103187561,0.2672399878501892,0.2831999957561493,0.2720800042152405,0.2698799967765808,0.2726159989833832
0.3079200088977813,0.2908799946308136,0.3160400092601776,0.2909199893474579,0.3022800087928772,0.3016080021858215
0.3312000036239624,0.3173199892044067,0.340719997882843,0.3165200054645538,0.3165999948978424,0.32447199821472167
0.3468399941921234,0.3319999873638153,0.3399199843406677,0.3373199999332428,0.3409200012683868,0.3393999934196472
0.3664799928665161,0.3509199917316437,0.3613599836826324,0.3554399907588959,0.3689999878406524,0.3606399893760681
0.3661600053310394,0.3733600080013275,0.3796800076961517,0.3850399851799011,0.3835999965667724,0.3775680005550385
0.4070000052452087,0.395440012216568,0.3799600005149841,0.3840399980545044,0.3885200023651123,0.3909920036792755
0.4129599928855896,0.3979600071907043,0.4058800041675567,0.3858799934387207,0.4027200043201446,0.4010800004005432
0.4269999861717224,0.4184800088405609,0.4174000024795532,0.4067600071430206,0.4148400127887726,0.41689600348472594
0.4383200109004974,0.4071599841117859,0.4361999928951263,0.4161199927330017,0.4404799938201904,0.42765599489212036
0.4367199838161468,0.4227199852466583,0.4379599988460541,0.4212799966335296,0.4271999895572662,0.429175990819931
0.4502399861812591,0.4377999901771545,0.4498400092124939,0.4408400058746338,0.4370400011539459,0.44315199851989745
0.461320012807846,0.450760006904602,0.4524799883365631,0.4391999840736389,0.460559993982315,0.452863997220993
0.4590800106525421,0.4431999921798706,0.4573999941349029,0.4512799978256225,0.458400011062622,0.45387200117111204
0.4651199877262115,0.4517199993133545,0.4750399887561798,0.4478799998760223,0.4680399894714355,0.46155999302864076
0.4794799983501434,0.4737600088119507,0.4523200094699859,0.4684799909591675,0.4702399969100952,0.4688560009002686
0.4783599972724914,0.4708800017833709,0.455159991979599,0.4699200093746185,0.4905999898910522,0.47298399806022645
0.4942399859428406,0.4733999967575073,0.4837599992752075,0.4778400063514709,0.4704000055789947,0.47992799878120423
0.4761199951171875,0.4810799956321716,0.4814800024032593,0.4885599911212921,0.4776000082492828,0.48096799850463867
0.4902800023555755,0.4699999988079071,0.4852800071239471,0.4932799935340881,0.4790399968624115,0.4835759997367859
0.4941999912261963,0.4886400103569031,0.4968000054359436,0.4776000082492828,0.4966799914836883,0.49078400135040284
0.4934799969196319,0.4924399852752685,0.4981600046157837,0.4941999912261963,0.4763599932193756,0.4909279942512512
0.5103999972343445,0.5001999735832214,0.4956400096416473,0.4964399933815002,0.5035200119018555,0.5012399971485137
0.5002800226211548,0.4973999857902527,0.4973999857902527,0.5001599788665771,0.5110399723052979,0.501255989074707
0.4916400015354156,0.5060799717903137,0.4905200004577636,0.4949199855327606,0.4912000000476837,0.49487199187278746
0.5111200213432312,0.4995200037956238,0.5120400190353394,0.5042399764060974,0.5045999884605408,0.5063040018081665
0.5173199772834778,0.5058799982070923,0.5090000033378601,0.5166400074958801,0.5098400115966797,0.511735999584198
0.5108000040054321,0.5143200159072876,0.4983199834823608,0.5062400102615356,0.5145599842071533,0.508847999572754
0.5114399790763855,0.5110800266265869,0.5107600092887878,0.5051199793815613,0.5185199975967407,0.5113839983940125
0.5261200070381165,0.5128399729728699,0.5242800116539001,0.509440004825592,0.5299999713897705,0.5205359935760498
0.5120400190353394,0.5212799906730652,0.5098400115966797,0.5181599855422974,0.5206000208854675,0.5163840055465698
0.5191599726676941,0.5045599937438965,0.5123599767684937,0.5168399810791016,0.5243600010871887,0.5154559850692749
0.514519989490509,0.5261600017547607,0.508840024471283,0.5194799900054932,0.5275200009346008,0.5193040013313294
0.5212399959564209,0.5332800149917603,0.5192400217056274,0.5217599868774414,0.5285999774932861,0.5248239994049072
0.5344399809837341,0.5166000127792358,0.5269200205802917,0.5254799723625183,0.5303599834442139,0.5267599940299987
0.5241199731826782,0.5220000147819519,0.5265600085258484,0.522159993648529,0.5227199792861938,0.5235119938850403
0.5183200240135193,0.5119199752807617,0.5228400230407715,0.5357199907302856,0.5229200124740601,0.5223440051078796
0.5262399911880493,0.5270799994468689,0.52183997631073,0.5195599794387817,0.5332000255584717,0.5255839943885803
0.5335999727249146,0.526960015296936,0.5439599752426147,0.5315200090408325,0.5333600044250488,0.5338799953460693
0.5216799974441528,0.5252000093460083,0.517520010471344,0.534600019454956,0.522599995136261,0.5243200063705444
0.5294399857521057,0.5373600125312805,0.5264400243759155,0.5341600179672241,0.5354800224304199,0.5325760126113892
0.521399974822998,0.5220800042152405,0.5253199934959412,0.538640022277832,0.5294399857521057,0.5273759961128235
0.5353999733924866,0.5401600003242493,0.5245999693870544,0.5374400019645691,0.5387600064277649,0.5352719902992249
0.5349199771881104,0.5393999814987183,0.5285199880599976,0.542680025100708,0.527999997138977,0.5347039937973023
0.5475599765777588,0.5241199731826782,0.5304399728775024,0.5320799946784973,0.5235599875450134,0.5315519809722901
0.5296000242233276,0.5259199738502502,0.5341600179672241,0.5310800075531006,0.5377200245857239,0.5316960096359253
0.5390399694442749,0.5217999815940857,0.534600019454956,0.5425599813461304,0.5285199880599976,0.5333039879798889
0.5261200070381165,0.5302799940109253,0.5240799784660339,0.5422800183296204,0.5370799899101257,0.5319679975509644
0.5513200163841248,0.5381600260734558,0.5322399735450745,0.5271199941635132,0.5313599705696106,0.5360399961471558
0.5392000079154968,0.5365599989891052,0.5349599719047546,0.5346800088882446,0.5249599814414978,0.5340719938278198
0.5240799784660339,0.5422800183296204,0.5460399985313416,0.5493199825286865,0.5301200151443481,0.5383679986000061
0.5464000105857849,0.5404800176620483,0.5171599984169006,0.5457599759101868,0.5368000268936157,0.5373200058937073
0.5422400236129761,0.5301200151443481,0.5407199859619141,0.5436800122261047,0.5307599902153015,0.537504005432129
0.5371999740600586,0.542680025100708,0.5423600077629089,0.542959988117218,0.5277199745178223,0.5385839939117432
0.5387200117111206,0.5461199879646301,0.5318800210952759,0.5315600037574768,0.542199969291687,0.5380959987640381
0.4253999888896942,0.42739999294281,0.4619999825954437,0.4475999772548675,0.4193999767303467,0.43635998368263246
0.4415999948978424,0.4397999942302704,0.4555999934673309,0.4235999882221222,0.4327999949455261,0.4386799931526184
0.4562000036239624,0.483599990606308,0.4601999819278717,0.4375999867916107,0.4648000001907348,0.4604799926280975
0.4625999927520752,0.4599999785423279,0.4919999837875366,0.5049999952316284,0.5047999620437622,0.4848799824714661
0.4833999872207641,0.4560000002384186,0.4873999953269958,0.4745999872684479,0.5029999613761902,0.48087998628616335
0.491599977016449,0.5005999803543091,0.5094000101089478,0.498799979686737,0.495199978351593,0.49911998510360717
0.5049999952316284,0.5173999667167664,0.5005999803543091,0.5148000121116638,0.5271999835968018,0.5129999876022339
0.5044000148773193,0.5194000005722046,0.5103999972343445,0.5173999667167664,0.5113999843597412,0.5125999927520752
0.5277999639511108,0.5220000147819519,0.5257999897003174,0.5253999829292297,0.5069999694824219,0.5215999841690063
0.5271999835968018,0.5090000033378601,0.5026000142097473,0.4679999947547912,0.5171999931335449,0.504799997806549
0.5406000018119812,0.5145999789237976,0.5238000154495239,0.5299999713897705,0.5209999680519104,0.5259999871253968
0.4827999770641327,0.532800018787384,0.5087999701499939,0.5259999632835388,0.5248000025749207,0.515039986371994
0.5137999653816223,0.5235999822616577,0.5383999943733215,0.5145999789237976,0.5249999761581421,0.5230799794197083
0.5593999624252319,0.5252000093460083,0.519599974155426,0.5167999863624573,0.5281999707221985,0.5298399806022644
0.5271999835968018,0.5123999714851379,0.5205999612808228,0.5401999950408936,0.521399974822998,0.5243599772453308
0.5235999822616577,0.5293999910354614,0.5407999753952026,0.5415999889373779,0.5297999978065491,0.5330399870872498
0.5245999693870544,0.5450000166893005,0.5425999760627747,0.5473999977111816,0.5077999830245972,0.5334799885749817
0.551800012588501,0.5253999829292297,0.5419999957084656,0.5557999610900879,0.5295999646186829,0.5409199833869934
0.5361999869346619,0.5297999978065491,0.5249999761581421,0.5379999876022339,0.5076000094413757,0.5273199915885926
0.5284000039100647,0.545199990272522,0.5417999625205994,0.5525999665260315,0.5415999889373779,0.5419199824333191
0.5546000003814697,0.5486000180244446,0.551800012588501,0.5555999875068665,0.5313999652862549,0.5483999967575073
0.5455999970436096,0.5501999855041504,0.5539999604225159,0.5442000031471252,0.5307999849319458,0.5449599862098694
0.5389999747276306,0.5527999997138977,0.5597999691963196,0.520799994468689,0.5371999740600586,0.5419199824333191
0.5347999930381775,0.5669999718666077,0.5672000050544739,0.5483999848365784,0.5547999739646912,0.5544399857521057
0.5406000018119812,0.553600013256073,0.567799985408783,0.574999988079071,0.5539999604225159,0.5581999897956849
0.5659999847412109,0.5414000153541565,0.545199990272522,0.5644000172615051,0.557200014591217,0.5548400044441223
0.5805999636650085,0.5248000025749207,0.5546000003814697,0.5509999990463257,0.5349999666213989,0.5491999864578248
0.567799985408783,0.553600013256073,0.5751999616622925,0.5478000044822693,0.564799964427948,0.5618399858474732
0.5730000138282776,0.5360000133514404,0.562999963760376,0.5685999989509583,0.5468000173568726,0.557480001449585
0.5450000166893005,0.5371999740600586,0.5791999697685242,0.5712000131607056,0.5631999969482422,0.5591599941253662
0.56659996509552,0.5586000084877014,0.5537999868392944,0.5618000030517578,0.5701999664306641,0.5621999859809875
0.5497999787330627,0.5623999834060669,0.5767999887466431,0.5658000111579895,0.5735999941825867,0.5656799912452698
0.574999988079071,0.5676000118255615,0.5978000164031982,0.5889999866485596,0.5613999962806702,0.5781599998474121
0.5461999773979187,0.5649999976158142,0.5347999930381775,0.5741999745368958,0.5841999650001526,0.5608799815177917
0.5723999738693237,0.5755999684333801,0.5841999650001526,0.5722000002861023,0.5641999840736389,0.5737199783325195
0.5859999656677246,0.5737999677658081,0.5895999670028687,0.5564000010490417,0.5805999636650085,0.5772799730300904
0.5691999793052673,0.5898000001907349,0.5906000137329102,0.5843999981880188,0.5741999745368958,0.5816399931907654
0.597000002861023,0.5726000070571899,0.5773999691009521,0.5777999758720398,0.568399965763092,0.5786399841308594
0.5942000150680542,0.5753999948501587,0.5432000160217285,0.5767999887466431,0.5618000030517578,0.5702800035476685
0.6065999865531921,0.5853999853134155,0.585599958896637,0.5662000179290771,0.5712000131607056,0.5829999923706055
0.5979999899864197,0.5802000164985657,0.5884000062942505,0.5866000056266785,0.5839999914169312,0.5874400019645691
0.5920000076293945,0.5857999920845032,0.5967999696731567,0.5849999785423279,0.5655999779701233,0.5850399851799011
0.6037999987602234,0.579800009727478,0.5871999859809875,0.5992000102996826,0.587399959564209,0.5914799928665161
0.6051999926567078,0.5799999833106995,0.5978000164031982,0.5902000069618225,0.592799961566925,0.5931999921798706
0.6146000027656555,0.590999960899353,0.5870000123977661,0.6033999919891357,0.592199981212616,0.5976399898529052
0.6107999682426453,0.5943999886512756,0.6079999804496765,0.598800003528595,0.5733999609947205,0.5970799803733826
0.6001999974250793,0.58160001039505,0.5985999703407288,0.5875999927520752,0.6097999811172485,0.5955599904060364
0.6159999966621399,0.6060000061988831,0.600600004196167,0.5963999629020691,0.5913999676704407,0.6020799875259399
0.6071999669075012,0.5979999899864197,0.5943999886512756,0.614799976348877,0.5898000001907349,0.6008399844169616
0.6096000075340271,0.59579998254776,0.5929999947547913,0.5866000056266785,0.5717999935150146,0.5913599967956543
0.6287999749183655,0.5898000001907349,0.604200005531311,0.5956000089645386,0.6053999662399292,0.6047599911689758
0.6254000067710876,0.5949999690055847,0.6025999784469604,0.6200000047683716,0.5963999629020691,0.6078799843788147
0.6164000034332275,0.5827999711036682,0.6103999614715576,0.5967999696731567,0.6037999987602234,0.6020399808883667
0.6333999633789062,0.6060000061988831,0.6133999824523926,0.6151999831199646,0.5961999893188477,0.6128399848937989
0.6237999796867371,0.6039999723434448,0.6011999845504761,0.6191999912261963,0.6037999987602234,0.6103999853134155
0.6308000087738037,0.6075999736785889,0.6159999966621399,0.6133999824523926,0.6079999804496765,0.6151599884033203
0.6327999830245972,0.5979999899864197,0.6074000000953674,0.6067999601364136,0.616599977016449,0.6123199820518493
0.6322000026702881,0.6035999655723572,0.6236000061035156,0.6323999762535095,0.6187999844551086,0.6221199870109558
0.621399998664856,0.602400004863739,0.6229999661445618,0.6161999702453613,0.6060000061988831,0.6137999892234802
0.6394000053405762,0.6015999913215637,0.6118000149726868,0.6331999897956848,0.6111999750137329,0.6194399952888489
0.6405999660491943,0.6101999878883362,0.6294000148773193,0.6254000067710876,0.6133999824523926,0.623799991607666
0.651199996471405,0.6236000061035156,0.6312000155448914,0.618399977684021,0.621999979019165,0.6292799949645996
0.6353999972343445,0.6175999641418457,0.6323999762535095,0.6381999850273132,0.6229999661445618,0.6293199777603149
0.6485999822616577,0.6297999620437622,0.6377999782562256,0.6305999755859375,0.6240000128746033,0.6341599822044373
0.6484000086784363,0.6223999857902527,0.6326000094413757,0.6417999863624573,0.6283999681472778,0.63471999168396
0.6484000086784363,0.6039999723434448,0.6369999647140503,0.6371999979019165,0.6351999640464783,0.6323599815368652
0.6495999693870544,0.6281999945640564,0.6449999809265137,0.644599974155426,0.6247999668121338,0.6384399771690369
0.6552000045776367,0.6241999864578247,0.6462000012397766,0.6380000114440918,0.6344000101089478,0.6396000027656555
0.6539999842643738,0.6225999593734741,0.6417999863624573,0.6387999653816223,0.6353999972343445,0.6385199785232544
0.6523999571800232,0.6279999613761902,0.6377999782562256,0.6473999619483948,0.6309999823570251,0.6393199682235717
0.6547999978065491,0.6317999958992004,0.6470000147819519,0.6437999606132507,0.6367999911308289,0.6428399920463562
0.6656000018119812,0.6330000162124634,0.6495999693870544,0.6413999795913696,0.6376000046730042,0.6454399943351745
0.6498000025749207,0.6351999640464783,0.6365999579429626,0.6502000093460083,0.63919997215271,0.642199981212616
0.6603999733924866,0.6369999647140503,0.6462000012397766,0.6421999931335449,0.6369999647140503,0.6445599794387817
0.6665999889373779,0.6269999742507935,0.6592000126838684,0.6470000147819519,0.6484000086784363,0.6496399998664856
0.6679999828338623,0.6341999769210815,0.651199996471405,0.6523999571800232,0.6353999972343445,0.6482399821281433
0.6615999937057495,0.6344000101089478,0.6516000032424927,0.6527999639511108,0.6491999626159668,0.6499199867248535
0.6613999605178833,0.6417999863624573,0.6549999713897705,0.6545999646186829,0.6481999754905701,0.6521999716758728
0.6687999963760376,0.6434000134468079,0.6601999998092651,0.6567999720573425,0.6449999809265137,0.6548399925231934
0.6585999727249146,0.6431999802589417,0.6577999591827393,0.6489999890327454,0.6441999673843384,0.6505599737167358
0.6710000038146973,0.6398000121116638,0.6563999652862549,0.6589999794960022,0.6462000012397766,0.6544799923896789
0.6705999970436096,0.644599974155426,0.6607999801635742,0.6574000120162964,0.6488000154495239,0.656439995765686
0.6711999773979187,0.6459999680519104,0.6563999652862549,0.6509999632835388,0.6466000080108643,0.6542399764060974
0.6638000011444092,0.6467999815940857,0.6545999646186829,0.6525999903678894,0.6513999700546265,0.6538399815559387
0.6800000071525574,0.6495999693870544,0.6607999801635742,0.6561999917030334,0.6434000134468079,0.6579999923706055
0.6728000044822693,0.6448000073432922,0.6571999788284302,0.6499999761581421,0.6471999883651733,0.6543999910354614
0.6638000011444092,0.6507999897003174,0.6595999598503113,0.6531999707221985,0.6565999984741211,0.6567999839782714
0.667199969291687,0.644599974155426,0.6601999998092651,0.6589999794960022,0.6462000012397766,0.6554399847984314
0.6687999963760376,0.6491999626159668,0.6557999849319458,0.6593999862670898,0.6430000066757202,0.6552399873733521
0.671999990940094,0.6488000154495239,0.6649999618530273,0.650600016117096,0.6470000147819519,0.6566799998283386
