/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-0001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-0001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-0001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-0001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-0001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.001_30-30_tb.csv,row_average
3.9888763427734375,3.919339656829834,3.9603075981140137,3.921189546585083,3.8938779830932617,3.936718225479126
3.5232901573181152,3.628376722335816,3.689198255538941,3.729921102523804,3.608862161636353,3.6359296798706056
3.3512513637542725,3.400449752807617,3.345961809158325,3.4031107425689697,3.364790201187134,3.3731127738952638
3.1533844470977783,3.2683193683624268,3.172981023788452,3.162930011749268,3.134430408477783,3.178409051895142
3.0368592739105225,3.048569440841675,3.03358006477356,2.98755431175232,2.9982173442840576,3.0209560871124266
2.8916492462158203,2.8626527786254883,2.850671768188477,2.8618416786193848,2.8658289909362797,2.8665288925170898
2.7878105640411377,2.7239925861358643,2.695784330368042,2.774466753005981,2.774940013885498,2.7513988494873045
2.6132774353027344,2.6175270080566406,2.597242832183838,2.6754395961761475,2.6377816200256348,2.628253698348999
2.618159770965576,2.505847215652466,2.6031832695007324,2.4843015670776367,2.584223508834839,2.55914306640625
2.442844867706299,2.503655195236206,2.407695770263672,2.3908302783966064,2.4836926460266118,2.445743751525879
2.421785354614258,2.4547996520996094,2.4307706356048584,2.41062068939209,2.393132209777832,2.4222217082977293
2.293208599090576,2.379344940185547,2.439772605895996,2.324113130569458,2.3325204849243164,2.3537919521331787
2.273253917694092,2.31851863861084,2.3688974380493164,2.2689225673675537,2.442980527877808,2.334514617919922
2.2366976737976074,2.2432098388671875,2.2175936698913574,2.227720260620117,2.229440212249756,2.230932331085205
2.238569498062134,2.191372871398926,2.186317443847656,2.158517837524414,2.189905166625977,2.192936563491821
2.174837589263916,2.239036321640014,2.145134925842285,2.176563262939453,2.156879186630249,2.1784902572631837
2.075514793395996,2.115851402282715,2.1463515758514404,2.0787694454193115,2.1265134811401367,2.10860013961792
2.0214576721191406,2.100172281265259,2.1461286544799805,2.0951943397521973,2.069751977920532,2.0865409851074217
2.037534475326538,2.106013774871826,2.0628058910369877,2.0312576293945312,2.123223066329956,2.0721669673919676
2.028562068939209,2.060357093811035,2.012959241867065,2.0382509231567383,2.061765670776367,2.040378999710083
2.0502288341522217,1.9772218465805051,2.075996398925781,2.0427486896514893,2.08612060546875,2.0464632749557494
1.9980757236480715,1.9832093715667725,1.993457674980164,1.932932734489441,2.0156121253967285,1.9846575260162354
1.9124904870986936,1.9871855974197388,1.9882758855819704,1.9869260787963867,1.9723033905029297,1.9694362878799438
1.973426818847656,1.941092848777771,1.959556102752685,1.9416844844818115,1.9633307456970213,1.955818200111389
1.9251939058303835,2.004166841506958,1.9161560535430908,1.9120131731033323,1.92886745929718,1.9372794866561889
1.897196888923645,1.890711069107056,1.9849655628204343,1.9520070552825928,1.926904797554016,1.930357074737549
1.9592565298080444,1.9340897798538208,1.898723840713501,1.953833103179932,1.9098267555236816,1.931146001815796
1.8719613552093504,1.897907018661499,1.944257140159607,1.844243049621582,1.9785234928131104,1.9073784112930299
1.860139012336731,1.867173433303833,1.9369351863861084,1.7856481075286863,1.877917051315308,1.8655625581741333
1.8426594734191892,1.904327154159546,1.890255689620972,1.871118426322937,1.9097203016281128,1.8836162090301514
1.8784353733062744,1.8692182302474976,1.8201148509979248,1.844860315322876,1.8751047849655151,1.8575467109680175
1.8313875198364256,1.790663480758667,1.8634488582611084,1.832924485206604,1.8184986114501955,1.8273845911026
1.7783139944076538,1.84744656085968,1.83700168132782,1.836306095123291,1.8485301733016968,1.8295197010040283
1.8407305479049685,1.8488558530807493,1.8487428426742556,1.794163942337036,1.8322720527648928,1.8329530477523803
1.8542301654815676,1.9017300605773928,1.7882721424102783,1.7322763204574585,1.854509711265564,1.8262036800384522
1.78168785572052,1.7822067737579346,1.857321619987488,1.8233373165130613,1.8891832828521729,1.8267473697662353
1.781827688217163,1.870275616645813,1.8318465948104856,1.7941499948501587,1.822181344032288,1.8200562477111817
1.80480432510376,1.8062955141067505,1.8447184562683103,1.7819663286209106,1.842286467552185,1.8160142183303833
1.8368809223175049,1.807669162750244,1.83686625957489,1.810802102088928,1.82478666305542,1.8234010219573975
1.7861056327819824,1.7923495769500732,1.7930021286010742,1.7295788526535034,1.830644607543945,1.7863361597061158
1.806233286857605,1.859397053718567,1.7879443168640137,1.8087540864944456,1.7946455478668213,1.8113948583602906
1.778799057006836,1.7879174947738647,1.8881618976593015,1.8140040636062624,1.7711074352264404,1.807997989654541
1.7542904615402222,1.770719051361084,1.7964874505996704,1.7405595779418943,1.797569990158081,1.7719253063201905
1.7813721895217896,1.7486547231674194,1.7607303857803345,1.7721256017684937,1.8287699222564695,1.7783305644989014
1.843430757522583,1.7732642889022827,1.7983297109603882,1.767103910446167,1.8257701396942136,1.801579761505127
1.764310598373413,1.7865716218948364,1.7758768796920776,1.7734273672103882,1.8104609251022337,1.7821294784545898
1.746966004371643,1.7430692911148071,1.8090425729751587,1.755610466003418,1.940151929855347,1.7989680528640748
1.789017677307129,1.8117142915725708,1.7233963012695312,1.7720521688461304,1.7746208906173706,1.7741602659225464
1.737216830253601,1.7581679821014404,1.7564301490783691,1.7808655500411987,1.7695109844207764,1.7604382991790772
1.7466222047805786,1.754886269569397,1.748792052268982,1.736156344413757,1.7883952856063845,1.7549704313278198
1.7470686435699463,1.7606297731399536,1.78231942653656,1.7329585552215576,1.8409104347229004,1.7727773666381836
1.7796177864074707,1.7370014190673828,1.8065474033355715,1.7808876037597656,1.7882236242294312,1.7784555673599243
1.750508427619934,1.7920656204223633,1.770463228225708,1.7195805311203003,1.7319703102111816,1.7529176235198975
1.7145838737487793,1.7724323272705078,1.7465239763259888,1.7121299505233765,1.8265266418457031,1.754439353942871
1.7729082107543943,1.7514281272888184,1.8188494443893437,1.7183420658111572,1.7710899114608765,1.766523551940918
1.8418000936508176,1.7601886987686155,1.7221167087554932,1.7433555126190186,1.7345587015151978,1.7604039430618286
1.737512230873108,1.7791788578033447,1.7918334007263184,1.776369333267212,1.7597638368606567,1.7689315319061278
1.735782027244568,1.7587116956710815,1.7226388454437256,1.7362024784088137,1.7456330060958862,1.739793610572815
1.7508453130722046,1.730028748512268,1.7688835859298706,1.7530224323272705,1.7759878635406494,1.7557535886764526
1.7509868144989014,1.7553176879882812,1.7433760166168213,1.726049304008484,1.7741204500198364,1.749970054626465
2.20593786239624,2.236623525619507,2.183516502380371,2.2292733192443848,2.199789047241211,2.211028051376343
2.40649676322937,2.11576771736145,1.99859619140625,2.1038126945495605,2.0865259170532227,2.1422398567199705
2.046220541000366,1.99136221408844,1.925580978393555,2.066436529159546,2.047916889190674,2.015503430366516
1.845005750656128,2.329939842224121,1.7934545278549194,1.901655912399292,1.8524945974349976,1.9445101261138915
1.8760894536972048,2.0581493377685547,1.9113905429840088,1.9712008237838743,1.9691293239593504,1.9571918964385986
1.8230005502700808,1.9440147876739504,1.8627201318740845,2.0189783573150635,1.8196762800216677,1.8936780214309692
1.7631608247756958,1.8755539655685425,1.82634961605072,1.9145690202713013,1.77417254447937,1.830761194229126
1.791293740272522,1.8328628540039065,1.8957808017730715,1.9025691747665403,1.89030122756958,1.8625615596771241
1.7316584587097168,1.810591459274292,1.772414207458496,1.814122438430786,1.776093602180481,1.7809760332107545
1.732944369316101,1.7645177841186523,1.708987832069397,1.7804096937179563,1.7612369060516355,1.7496193170547485
1.66459858417511,2.109483003616333,1.7303342819213867,1.7648757696151731,1.7440509796142578,1.802668523788452
1.7037124633789062,1.8784708976745603,1.7001689672470093,1.8446874618530276,1.7532484531402588,1.7760576486587525
1.7109302282333374,1.817753911018372,1.7144273519515991,1.9847195148468015,1.8566782474517824,1.8169018507003785
1.6209657192230225,1.83945906162262,1.6507256031036377,1.8833386898040767,1.7609620094299316,1.7510902166366578
1.7273869514465332,1.8912532329559328,1.8063019514083865,1.7448999881744385,1.78151535987854,1.7902714967727662
1.6501073837280271,1.8304715156555176,1.67335045337677,1.778617024421692,1.6700177192687988,1.720512819290161
1.7200050354003906,1.8090691566467283,1.6469440460205078,1.852304220199585,1.6287801265716553,1.7314205169677734
1.9283174276351929,1.7128067016601562,1.7250990867614746,1.6781792640686035,1.6176903247833252,1.7324185609817504
1.61935555934906,1.6573861837387085,1.7359814643859863,1.6970086097717283,1.6791294813156128,1.6777722597122193
1.6422302722930908,1.7489492893218994,1.6088452339172363,1.741927146911621,1.6204818487167358,1.6724867582321168
1.608841061592102,1.5988616943359375,1.7086666822433472,1.668761968612671,1.670815348625183,1.651189351081848
1.621873378753662,1.6858969926834106,1.810287356376648,1.6829904317855835,1.7911559343338013,1.7184408187866211
1.7065643072128296,1.6167961359024048,1.5838273763656616,1.670835256576538,1.6740211248397827,1.6504088401794434
1.6289104223251345,1.7187843322753906,1.66459059715271,1.663245677947998,1.6140245199203491,1.6579111099243165
1.6430048942565918,1.5939953327178955,1.6228944063186646,1.6552176475524902,1.635914921760559,1.6302054405212403
1.606038212776184,1.608232855796814,1.6401704549789429,1.671291470527649,1.551197171211243,1.6153860330581664
1.639655351638794,1.6707656383514404,1.606797456741333,1.6474717855453491,1.634379744529724,1.6398139953613282
1.5391507148742676,1.643264651298523,1.5576763153076172,1.6753517389297483,1.5623873472213743,1.5955661535263062
1.6549527645111084,1.5976146459579468,1.5537269115447998,1.7425564527511597,1.7400702238082886,1.6577841997146607
1.549509882926941,1.6860475540161133,1.5812296867370603,1.6082786321640017,1.6357421875,1.6121615886688232
1.5715301036834717,1.6948087215423584,1.605521321296692,1.5870602130889893,1.6794683933258057,1.6276777505874633
1.5001837015151978,1.6789027452468872,1.557354211807251,1.5131055116653442,1.5843100547790527,1.5667712450027467
1.6535067558288574,1.595160722732544,1.506903052330017,1.6662956476211548,1.6623862981796265,1.61685049533844
1.6264153718948364,1.6315429210662842,1.6676865816116333,1.5891395807266235,1.5799480676651,1.6189465045928955
1.5285371541976929,1.5488169193267822,1.5526257753372192,1.592725157737732,1.580814242362976,1.5607038497924806
1.533698320388794,1.547275424003601,1.6263519525527954,1.587061643600464,1.6668980121612549,1.5922570705413819
1.5765867233276367,1.6499338150024414,1.5545600652694702,1.5755106210708618,1.611345648765564,1.593587374687195
1.5523195266723633,1.5767855644226074,1.502938747406006,1.5511348247528076,1.573196291923523,1.5512749910354615
1.5632193088531494,1.5288290977478027,1.6416531801223757,1.476575255393982,1.5538554191589355,1.552826452255249
1.5597805976867676,1.5526959896087646,1.6165000200271606,1.5479726791381836,1.689296007156372,1.5932490587234498
1.521166205406189,1.5591832399368286,1.448681354522705,1.60832679271698,1.6540807485580444,1.5582876682281495
1.4886221885681152,1.5593969821929932,1.470774531364441,1.5376964807510376,1.5195218324661257,1.5152024030685425
1.6030019521713257,1.5286046266555786,1.494698405265808,1.544611573219299,1.5097757577896118,1.5361384630203248
1.5205180644989014,1.558879017829895,1.4671648740768433,1.4338172674179075,1.5164482593536377,1.499365496635437
1.549746870994568,1.5374773740768433,1.5347986221313477,1.467601656913757,1.5294713973999023,1.5238191843032838
1.6398491859436035,1.5078120231628418,1.4949886798858645,1.5212130546569824,1.543633222579956,1.5414992332458497
1.5795625448226929,1.5578864812850952,1.439879298210144,1.472248911857605,1.6114870309829712,1.5322128534317017
1.4478628635406494,1.5015041828155518,1.4796580076217651,1.4587972164154053,1.5555450916290283,1.48867347240448
1.5137479305267334,1.541349172592163,1.427658200263977,1.4538322687149048,1.5952521562576294,1.5063679456710815
1.4233484268188477,1.4980202913284302,1.5239484310150146,1.469153642654419,1.4870787858963013,1.4803099155426025
1.4620361328125,1.498056173324585,1.4495651721954346,1.463808536529541,1.5777537822723389,1.49024395942688
1.568908452987671,1.4375617504119873,1.4262148141860962,1.411935567855835,1.553985357284546,1.479721188545227
1.4989385604858398,1.562310814857483,1.4391018152236938,1.470429301261902,1.516778826713562,1.497511863708496
1.4712008237838743,1.4982651472091677,1.4330581426620483,1.4894886016845703,1.4934511184692385,1.4770927667617797
1.48554265499115,1.5107059478759766,1.4539639949798584,1.4504824876785278,1.5198835134506226,1.484115719795227
1.441071629524231,1.5348777770996094,1.371235489845276,1.4643326997756958,1.508739709854126,1.4640514612197877
1.4566044807434082,1.518932819366455,1.4871174097061155,1.412092685699463,1.517612099647522,1.4784718990325927
1.460768222808838,1.5458006858825684,1.3326220512390137,1.416013479232788,1.4512016773223877,1.441281223297119
1.4683276414871216,1.4593733549118042,1.4159765243530271,1.4749326705932615,1.4673470258712769,1.4571914434432984
1.4533123970031738,1.5037963390350342,1.421717882156372,1.4241399765014648,1.499073147773743,1.4604079484939576
1.4182932376861572,1.4804478883743286,1.4289472103118896,1.3907543420791626,1.485962152481079,1.4408809661865234
1.4556710720062256,1.463413953781128,1.3571996688842771,1.3999638557434082,1.5000905990600586,1.4352678298950194
1.4806342124938965,1.5314048528671265,1.3681648969650269,1.3849672079086304,1.491219162940979,1.451278066635132
1.4562052488327026,1.4902528524398804,1.3804806470870972,1.366000413894653,1.4906121492385864,1.436710262298584
1.4663348197937012,1.517522931098938,1.417223572731018,1.356931447982788,1.5066604614257812,1.4529346466064452
1.4303172826766968,1.4895075559616089,1.3682371377944946,1.3581972122192385,1.5165355205535889,1.4325589418411255
1.4377782344818115,1.491498947143555,1.33836829662323,1.3670092821121216,1.468271017074585,1.4205851554870605
1.4186381101608276,1.510609149932861,1.331001043319702,1.320116400718689,1.5403155088424685,1.4241360425949097
1.436264157295227,1.4956380128860474,1.3759393692016602,1.364130616188049,1.4535677433013916,1.425107979774475
1.4558637142181396,1.446120023727417,1.343353271484375,1.3614741563796997,1.4796017408370972,1.4172825813293457
1.4467107057571411,1.4904208183288574,1.3947601318359375,1.3411216735839844,1.5032025575637815,1.4352431774139405
1.4216707944869995,1.4617351293563845,1.3535056114196775,1.3241089582443235,1.4884263277053833,1.4098893642425536
1.4253498315811155,1.456855535507202,1.377946376800537,1.338693141937256,1.456155776977539,1.41100013256073
1.4483232498168943,1.4668450355529783,1.3608721494674685,1.33886981010437,1.4735569953918457,1.4176934480667114
1.416252613067627,1.4373459815979004,1.3443793058395386,1.3263843059539795,1.4517524242401123,1.3952229261398315
1.409560203552246,1.4401215314865112,1.3681644201278689,1.320665955543518,1.4712580442428589,1.4019540309906007
1.434172511100769,1.4518777132034302,1.3327138423919678,1.321149826049805,1.449880599975586,1.3979588985443114
1.4284151792526243,1.4515721797943115,1.3617465496063232,1.3115220069885254,1.4939329624176023,1.4094377756118774
1.4589568376541138,1.4383903741836548,1.3459900617599487,1.3152081966400146,1.4644429683685305,1.4045976877212525
1.4549981355667114,1.4695132970809937,1.3596454858779907,1.3414242267608645,1.469689130783081,1.4190540552139281
1.4262964725494385,1.457375168800354,1.3452919721603394,1.3460181951522827,1.4682083129882812,1.408638024330139
1.4539014101028442,1.479965329170227,1.3181312084197998,1.3090779781341553,1.5087999105453491,1.4139751672744751
1.440861463546753,1.4709802865982056,1.369581937789917,1.3276985883712769,1.4646891355514526,1.414762282371521
1.4289398193359375,1.4666271209716797,1.376187086105347,1.341317892074585,1.4818569421768188,1.4189857721328736
1.4180182218551636,1.458999752998352,1.364104151725769,1.3220908641815186,1.4841715097427368,1.409476900100708
1.452426552772522,1.4736952781677246,1.358391046524048,1.3240731954574585,1.4796178340911863,1.417640781402588
1.4382543563842771,1.4762731790542605,1.3456697463989258,1.324958562850952,1.4731783866882324,1.4116668462753297
1.4182307720184326,1.4772814512252808,1.3686212301254272,1.349798560142517,1.477025866508484,1.4181915760040282
1.4353371858596802,1.4723691940307615,1.3668937683105469,1.3241792917251587,1.4663020372390747,1.4130162954330445
1.424170970916748,1.4732955694198608,1.371713399887085,1.356926202774048,1.4830913543701172,1.4218394994735717
